KJ,Kalenderwoche,Endend,Alter,Anzahl_Todesfalle,Erwartung,untGrenze,obeGrenze,Exzess
2019,36,2019-09-08,0-64,141,160,128,193,
2019,37,2019-09-15,0-64,164,161,128,193,
2019,38,2019-09-22,0-64,174,161,128,194,
2019,39,2019-09-29,0-64,163,161,128,194,
2019,40,2019-10-06,0-64,166,161,129,194,
2019,41,2019-10-13,0-64,176,162,129,194,
2019,42,2019-10-20,0-64,174,162,129,195,
2019,43,2019-10-27,0-64,160,162,130,195,
2019,44,2019-11-03,0-64,152,163,130,195,
2019,45,2019-11-10,0-64,130,163,130,196,
2019,46,2019-11-17,0-64,155,164,131,197,
2019,47,2019-11-24,0-64,156,165,132,198,
2019,48,2019-12-01,0-64,171,165,132,199,
2019,49,2019-12-08,0-64,138,166,133,199,
2019,50,2019-12-15,0-64,163,167,133,200,
2019,51,2019-12-22,0-64,175,167,134,201,
2019,52,2019-12-29,0-64,147,168,135,201,
2019,1,2019-01-06,65,1174,1247,1156,1338,
2019,2,2019-01-13,65,1199,1253,1162,1344,
2019,3,2019-01-20,65,1170,1258,1167,1349,
2019,4,2019-01-27,65,1219,1263,1172,1355,
2019,5,2019-02-03,65,1255,1267,1176,1359,
2019,6,2019-02-10,65,1308,1272,1180,1363,
2019,7,2019-02-17,65,1373,1268,1177,1360,1373
2019,8,2019-02-24,65,1354,1255,1163,1346,1354
2019,9,2019-03-03,65,1334,1241,1150,1332,1334
2019,10,2019-03-10,65,1269,1219,1129,1309,
2019,11,2019-03-17,65,1223,1196,1107,1285,
2019,12,2019-03-24,65,1159,1173,1085,1262,
2019,13,2019-03-31,65,1124,1150,1063,1238,
2019,14,2019-04-07,65,1199,1130,1043,1216,
2019,15,2019-04-14,65,1070,1111,1026,1197,
2019,16,2019-04-21,65,1121,1093,1008,1179,
2019,17,2019-04-28,65,1076,1076,991,1160,
2019,18,2019-05-05,65,1103,1058,974,1142,
2019,19,2019-05-12,65,1060,1044,961,1128,
2019,20,2019-05-19,65,1038,1030,948,1113,
2019,21,2019-05-26,65,1080,1021,938,1103,
2019,22,2019-06-02,65,1073,1015,933,1097,
2019,23,2019-06-09,65,1077,1009,927,1091,
2019,24,2019-06-16,65,984,1007,925,1089,
2019,25,2019-06-23,65,1020,1009,927,1091,
2019,26,2019-06-30,65,1069,1010,929,1092,
2019,27,2019-07-07,65,1071,1016,934,1098,
2019,28,2019-07-14,65,1052,1017,935,1099,
2019,29,2019-07-21,65,1033,1019,937,1101,
2019,30,2019-07-28,65,1101,1020,938,1102,
2019,31,2019-08-04,65,972,1021,939,1103,
2019,32,2019-08-11,65,971,1021,939,1104,
2019,33,2019-08-18,65,988,1022,939,1104,
2019,34,2019-08-25,65,1069,1023,940,1105,
2019,35,2019-09-01,65,1001,1030,947,1113,
2019,36,2019-09-08,65,1018,1037,954,1120,
2019,37,2019-09-15,65,1066,1046,963,1129,
2019,38,2019-09-22,65,1100,1055,972,1139,
2019,39,2019-09-29,65,1062,1065,981,1149,
2019,40,2019-10-06,65,1050,1076,991,1160,
2019,41,2019-10-13,65,1088,1085,1000,1170,
2019,42,2019-10-20,65,1108,1094,1009,1179,
2019,43,2019-10-27,65,1133,1099,1013,1184,
2019,44,2019-11-03,65,1060,1103,1018,1189,
2019,45,2019-11-10,65,1118,1113,1027,1199,
2019,46,2019-11-17,65,1192,1123,1037,1209,
2019,47,2019-11-24,65,1168,1133,1047,1220,
2019,48,2019-12-01,65,1183,1146,1058,1233,
2019,49,2019-12-08,65,1057,1158,1070,1245,
2019,50,2019-12-15,65,1189,1170,1082,1258,
2019,51,2019-12-22,65,1200,1181,1093,1270,
2019,52,2019-12-29,65,1157,1193,1104,1281,
2020,1,2020-01-05,0-64,145,169,135,202,
2020,1,2020-01-05,0-64,145,169,135,202,
2020,2,2020-01-12,0-64,165,170,136,203,
2020,3,2020-01-19,0-64,181,170,137,204,
2020,4,2020-01-26,0-64,178,171,138,205,
2020,5,2020-02-02,0-64,159,172,138,206,
2020,6,2020-02-09,0-64,184,173,139,206,
2020,7,2020-02-16,0-64,161,173,139,207,
2020,8,2020-02-23,0-64,177,172,138,206,
2020,9,2020-03-01,0-64,166,171,137,205,
2020,10,2020-03-08,0-64,161.6,169,136,203,
2020,11,2020-03-15,0-64,154.8,167,134,201,
2020,12,2020-03-22,0-64,176.8,165,131,198,
2020,13,2020-03-29,0-64,203,162,129,195,
2020,14,2020-04-05,0-64,175.2,160,127,192,
2020,15,2020-04-12,0-64,,159,126,191,null
2020,16,2020-04-19,0-64,,157,125,190,null
2020,17,2020-04-26,0-64,,157,125,189,null
2020,18,2020-05-03,0-64,,156,124,189,null
2020,19,2020-05-10,0-64,,156,124,188,null
2020,20,2020-05-17,0-64,,156,124,188,null
2020,21,2020-05-24,0-64,,157,124,189,null
2020,22,2020-05-31,0-64,,157,125,189,null
2020,23,2020-06-07,0-64,,157,125,190,null
2020,24,2020-06-14,0-64,,157,125,190,null
2020,25,2020-06-21,0-64,,157,125,189,null
2020,26,2020-06-28,0-64,,157,124,189,null
2020,27,2020-07-05,0-64,,156,124,189,null
2020,28,2020-07-12,0-64,,156,124,188,null
2020,29,2020-07-19,0-64,,156,124,188,null
2020,30,2020-07-26,0-64,,155,123,187,null
2020,31,2020-08-02,0-64,,155,123,187,null
2020,32,2020-08-09,0-64,,155,123,187,null
2020,33,2020-08-16,0-64,,155,123,187,null
2020,34,2020-08-23,0-64,,155,123,187,null
2020,35,2020-08-30,0-64,,156,124,188,null
2020,36,2020-09-06,0-64,,156,124,189,null
2020,37,2020-09-13,0-64,,157,125,189,null
2020,38,2020-09-20,0-64,,157,125,189,null
2020,39,2020-09-27,0-64,,157,125,190,null
2020,40,2020-10-04,0-64,,158,125,190,null
2020,41,2020-10-11,0-64,,158,126,191,null
2020,42,2020-10-18,0-64,,159,126,191,null
2020,43,2020-10-25,0-64,,159,127,192,null
2020,44,2020-11-01,0-64,,160,127,192,null
2020,45,2020-11-08,0-64,,160,128,193,null
2020,46,2020-11-15,0-64,,161,128,193,null
2020,47,2020-11-22,0-64,,161,129,194,null
2020,48,2020-11-29,0-64,,161,129,194,null
2020,49,2020-12-06,0-64,,161,129,194,null
2020,50,2020-12-13,0-64,,161,129,194,null
2020,51,2020-12-20,0-64,,161,128,194,null
2020,52,2020-12-27,0-64,,161,128,193,null
2020,53,2021-01-03,0-64,,161,128,193,null
2020,1,2020-01-05,65,1151,1241,1150,1332,
2020,2,2020-01-12,65,1182,1249,1158,1340,
2020,3,2020-01-19,65,1204,1258,1166,1349,
2020,4,2020-01-26,65,1213,1266,1174,1357,
2020,5,2020-02-02,65,1244,1273,1181,1365,
2020,6,2020-02-09,65,1176,1281,1188,1373,
2020,7,2020-02-16,65,1191,1281,1189,1373,
2020,8,2020-02-23,65,1151,1272,1180,1363,
2020,9,2020-03-01,65,1133,1262,1170,1353,
2020,10,2020-03-08,65,1157.9,1241,1151,1332,
2020,11,2020-03-15,65,1223.9,1221,1131,1311,
2020,12,2020-03-22,65,1315.6,1198,1108,1287,
2020,13,2020-03-29,65,1404.3,1174,1086,1262,
2020,14,2020-04-05,65,1651.6,1153,1065,1240,
2020,15,2020-04-12,65,,1133,1047,1220,null
2020,16,2020-04-19,65,,1114,1028,1200,null
2020,17,2020-04-26,65,,1096,1010,1181,null
2020,18,2020-05-03,65,,1077,993,1162,null
2020,19,2020-05-10,65,,1063,979,1147,null
2020,20,2020-05-17,65,,1048,965,1131,null
2020,21,2020-05-24,65,,1037,954,1120,null
2020,22,2020-05-31,65,,1031,948,1114,null
2020,23,2020-06-07,65,,1026,943,1108,null
2020,24,2020-06-14,65,,1025,943,1108,null
2020,25,2020-06-21,65,,1028,945,1111,null
2020,26,2020-06-28,65,,1031,948,1114,null
2020,27,2020-07-05,65,,1037,954,1120,null
2020,28,2020-07-12,65,,1038,955,1121,null
2020,29,2020-07-19,65,,1039,956,1122,null
2020,30,2020-07-26,65,,1038,955,1121,null
2020,31,2020-08-02,65,,1037,954,1120,null
2020,32,2020-08-09,65,,1037,954,1120,null
2020,33,2020-08-16,65,,1036,953,1119,null
2020,34,2020-08-23,65,,1038,955,1121,null
2020,35,2020-08-30,65,,1045,962,1129,null
2020,36,2020-09-06,65,,1053,969,1137,null
2020,37,2020-09-13,65,,1063,979,1147,null
2020,38,2020-09-20,65,,1072,988,1157,null
2020,39,2020-09-27,65,,1082,997,1167,null
2020,40,2020-10-04,65,,1093,1008,1178,null
2020,41,2020-10-11,65,,1102,1017,1188,null
2020,42,2020-10-18,65,,1112,1026,1197,null
2020,43,2020-10-25,65,,1117,1030,1203,null
2020,44,2020-11-01,65,,1122,1035,1208,null
2020,45,2020-11-08,65,,1131,1045,1218,null
2020,46,2020-11-15,65,,1141,1054,1228,null
2020,47,2020-11-22,65,,1151,1063,1238,null
2020,48,2020-11-29,65,,1162,1075,1250,null
2020,49,2020-12-06,65,,1174,1086,1262,null
2020,50,2020-12-13,65,,1187,1098,1276,null
2020,51,2020-12-20,65,,1199,1110,1288,null
2020,52,2020-12-27,65,,1212,1122,1301,null
2020,53,2021-01-03,65,,1224,1134,1314,null
